sentence,yngve_score,frazier_score,dependency_distance_score
"Log-linear and maximum-margin models are two commonly-used methods in supervised machine learning, and are frequently used in structured prediction problems.",3,0.6136363636363636,4
"Efcient learning of parameters in these models is therefore an important problem, and becomes a key factor when learning from very large data sets.",3,0.8846153846153846,3
"This paper describes exponentiated gradient (EG) algorithms for training such models, where EG updates are applied to the convex dual of either the log-linear or maxmargin objective function; the dual in both the log-linear and max-margin cases corresponds to minimizing a convex function with simplex constraints.",4,0.8235294117647058,4
"We study both batch and online variants of the algorithm, and provide rates of convergence for both cases.",3,1.0,3
"In the max-margin case, O( 1 e ) EG updates are required to reach a given accuracy e in the dual; in contrast, for log-linear models only O(log( 1 e )) updates are required.",4,0.8837209302325582,3
"For both the max-margin and log-linear cases, our bounds suggest that the online EG algorithm requires a factor of n less computation to reach a desired accuracy than the batch EG algorithm, where n is the number of training examples.",3,0.8372093023255814,2
Our experiments conrm that the online algorithms are much faster than the batch algorithms in practice.,2,0.9411764705882353,2
"We describe how the EG updates factor in a convenient way for structured prediction problems, allowing the algorithms to be efciently applied to problems such as sequence learning or natural language parsing.",3,0.7941176470588235,3
"We perform extensive evaluation of the algorithms, comparing them to L-BFGS and stochastic gradient descent for log-linear models, and to SVM-Struct for max-margin models.",3,0.8148148148148148,5
The algorithms are applied to a multi-class problem as well as to a more complex large-scale parsing task.,2,0.6052631578947368,4
"In all these settings, the EG algorithms presented here outperform the other methods.",3,0.6333333333333333,2
"Structured prediction problems involve learning to map inputs x to labels y, where the labels have rich internal structure, and where the set of possible labels for a given input is typically exponential in size.",3,1.0,3
Examples of structured prediction problems include sequence labeling and natural language parsing.,2,0.7307692307692307,2
"Several models that implement learning in this scenario have been proposed over the last few years, including log-linear models such as conditional random elds (CRFs, Lafferty et al., 2001), and maximum-margin models such as maximum-margin Markov networks (Taskar et al., 2004a).",3,0.8137254901960784,6
"For both log-linear and max-margin models, learning is framed as minimization of a regularized loss function which is convex.",3,1.0,3
"In spite of the convexity of the objective function, nding the optimal parameters for these models can be computationally intensive, especially for very large data sets.",3,0.8448275862068966,3
"This problem is exacerbated in structured prediction problems, where the large size of the set of possible labels adds an additional layer of complexity.",2,0.8846153846153846,3
The development of efcient optimization algorithms for learning in structured prediction problems is therefore an important problem.,2,0.8333333333333334,2
In this paper we describe learning algorithms that exploit the structure of the dual optimization problems for log-linear and max-margin models.,2,0.9772727272727273,3
For both log-linear and max-margin models the dual problem corresponds to the minimization of a convex function Q subject to simplex constraints.,3,0.6739130434782609,3
Thus each ui is constrained to form a distribution over the set of possible labels.,2,0.9375,2
The max-margin and log-linear problems differ only in their denition of Q.,1,0.9583333333333334,2
"The algorithms in this paper make use of exponentiated gradient (EG) updates (Kivinen and Warmuth, 1997) in solving the problem in Eq.",3,0.9642857142857143,3
"1, in particular for the cases of log-linear or maxmargin models.",2,0,3
"We focus on two classes of algorithms, which we call batch and online.",2,1.0666666666666667,2
"In the batch case, the entire set of ui variables is updated simultaneously at each iteration of the algorithm; in the online case, a single ui variable is updated at each step.",4,0,3
"The online case essentially corresponds to coordinate-descent on the dual function Q, and is similar to the SMO algorithm (Platt, 1998) for training SVMs.",3,0.7413793103448276,3
"The online algorithm has the advantage of updating the parameters after every sample point, rather than after making a full pass over the training examples; intuitively, this should lead to considerably faster rates of convergence when compared to the batch algorithm, and indeed our experimental and theoretical results support this intuition.",4,0.6875,3
"A different class of online algorithms consists of stochastic gradient descent (SGD) and its variants (e.g., see LeCun et al., 1998; Vishwanathan et al., 2006).",3,0.8676470588235294,2
"We describe theoretical results concerning the convergence of the EG algorithms, as well as  experiments.",3,0.7941176470588235,3
Our key results are as follows.,2,1.0,1
"(cid.15) For the max-margin case, we show that O( 1  e ) time is required for both the online and batch algorithms to converge to within e of the optimal value of Q(u).",3,0.8571428571428571,4
"This is qualitatively similar to recent results in the literature for max-margin approaches (e.g., see Shalev-Shwartz et al., 2007).",4,0.9375,4
"For log-linear models, we show convergence rates of O(log( 1 e )), a signicant improvement over the max-margin case.",3,0.75,3
"For both the max-margin and log-linear cases, our bounds suggest that the online algorithm requires a factor of n less computation to reach a desired accuracy, where n is the number of training examples.",3,0.8918918918918919,3
Our experiments conrm that the online algorithms are much faster than the batch algorithms in practice.,2,0.9411764705882353,2
We describe how the EG algorithms can be efciently applied to an important class of structured prediction problems where the set of labels Y is exponential in size.,2,0.9827586206896551,3
"In this case the number of dual variables is also exponential in size, making algorithms which deal directly with the ui variables intractable.",3,1.08,2
Following Bartlett et al.,1,1,2
"(2005), we focus on a formulation where each label y is represented as a set of parts, for example corresponding to labeled cliques in a max-margin network, or context-free rules in a parse tree.",3,0.9125,5
"Under an assumption that part-based marginals can be calculated efcientlyfor example using junction tree algorithms for CRFs, or the inside-outside algorithm for context-free parsingthe EG algorithms can be implemented efciently for both max-margin and log-linear models.",3,0.8157894736842105,4
In our experiments we compare the online EG algorithm to various state-of-the-art algorithms.,2,0.6071428571428571,4
"For log-linear models, we compare to the L-BFGS algorithm (Byrd et al., 1995) and to stochastic gradient descent.",3,0.717391304347826,3
For max-margin models we compare to the SVM-Struct algorithm of Tsochantaridis et al.,2,0.8928571428571429,3
(2004).,1,0,1
"The methods are applied to a standard multi-class learning problem, as well as to a more complex natural language parsing problem.",3,0.5,4
In both settings we show that the EG algorithm converges to the optimum much faster than the other algorithms.,2,0.75,2
"In addition to proving convergence results for the denition of Q(u) used in max-margin and log-linear models, we give theorems which may be useful when optimizing other denitions of Q(u) using EG updates.",5,1.0731707317073171,3
"In particular, we give conditions for convergence which depend on bounds relating the Bregman divergence derived from Q(u) to the Kullback-Leibler divergence.",3,1.037037037037037,3
The rest of this paper is organized as follows.,2,1.1,1
"In Section 2, we introduce the log-linear and max-margin learning problems, and describe their dual optimization problems.",4,0.475,5
"Section 3 describes the batch and online EG algorithms; in Section 4, we describe how the algorithms can be efciently applied to structured prediction problems.",3,0.625,2
Section 5 then gives convergence proofs for the batch and  online cases.,2,0.7307692307692307,2
Section 6 discusses related work.,1,0.75,1
"Sections 7 and 8 give experiments, and Section 9 discusses our results.",3,0,2
This work builds on previous work described by Bartlett et al.,2,0.875,1
(2005) and Globerson et al.,2,0,1
(2007).,1,0,1
Bartlett et al.,1,0,1
"(2005) described the application of the EG algorithm to max-margin parameter estimation, and showed how the method can be applied efciently to part-based formulations.",3,0.8571428571428571,4
Globerson et al.,1,0,1
"(2007) extended the approach to log-linear parameter estimation, and gave new convergence proofs for both max-margin and log-linear estimation.",3,0.6739130434782609,5
The work in the current paper gives several new results.,2,0.6818181818181818,2
We prove rates of convergence for a randomized version of the EG online algorithm; previous work on EG algorithms had not given convergence rates for the online case.,3,0,2
"We also report new experiments, including experiments with the randomized strategy.",2,1.0384615384615385,2
"Finally, the O(log( 1 e )) convergence rates for the log-linear case are new.",4,0.775,3
The results in Globerson et al.,1,0,1
"(2007) gave O( 1 e ) rates for the batch algorithm for log-linear models, and did not give any theoretical rates of convergence for the online case.",4,0.828125,4
In this section we present the log-linear and max-margin optimization problems for supervised learning.,3,0.5666666666666667,4
"For each problem, we describe the equivalent dual optimization problem, which will form the core of our optimization approach.",3,0.7727272727272727,2
"Consider a supervised learning setting with objects x 2 X and labels y 2 Y .2 In the structured learning setting, the labels may be sequences, trees, or other high-dimensional data with internal structure.",4,0.6842105263157895,3
Assume we are given a function f(x; y) .,2,1.1538461538461537,3
X (cid.2) Y !,2,0,1
Rd that maps (x; y) pairs to feature vectors.,2,1.1153846153846154,2
In this paper we will consider two denitions for (w; xi; yi).,2,0.7941176470588235,2
"The rst denition, originally  introduced by Taskar et al.",2,0.7727272727272727,2
"(2004a), is a variant of the hinge loss, and is dened as follows.",4,0.8888888888888888,3
"In general the set of labels for a given example x may be a set Y (x) that depends on x; in fact, in our experiments on dependency parsing Y does depend on x.",2,1.0,3
"For simplicity, in this paper we use the xed notation Y for all x; it is straightforward to extend our notation to the more general case.",3,0.7586206896551724,3
Here e(xi; yi; y) is some non-negative measure of the error incurred in predicting y instead of yi as the label of xi.,2,1.0689655172413792,2
